Signum,Plats,Socken,Härad,Kommun,KoordinaterX,KoordinaterY,Stilgruppering,Ristare,Materialtyp
Ög Fv1959;241,Östra Eneby kyrka,Östra Eneby sn (nu Norrköping),Bråbo hd,Norrköping,6498602,1519254,?,,sten
Ög Fv1959;243,Östra Eneby kyrka,Östra Eneby sn (nu Norrköping),Bråbo hd,Norrköping,6498601,1519254,Pr4,,sten
Ög Fv1965;54,Viby kyrka,Viby sn,Vifolka hd,Mjölby,6471771,1471093,RAK,,sten
Ög Fv1966;102,Sankt Laurentius kyrka,Söderköping,,Söderköping,6484284,1529996,Fp,,sten
Ög Fv1969;306,Fivelstads kyrka,Fivelstads sn,Aska hd,Motala,6480150,1453100,,,sten
Ög Fv1970;310,Kullerstads kyrka,Kullerstads sn,Memmings hd,Norrköping,6495304,1508041,?,,sten
Ög HADS30;10V †,Västra Tollstads kyrka,Västra Tollstads sn,Lysings hd,Ödeshög,6462160,1432570,,,sten
Ög HADS30;13R †M,Strå kyrka,Strå sn,Dals hd,Vadstena,6476540,1446830,,,sten
Ög HedvallMenander114,Örberga kyrka,Örberga sn,Dals hd,Vadstena,6479498,1441437,,,sten
Ög HedvallMenander122,"Skänninge, Vårfrukyrkan",Skänninge,,Mjölby,6474860,1457970,,,sten
Ög HedvallMenander123,Linköpings domkyrka,Linköping,,Linköping,6476400,1489000,,,sten
Ög HedvallMenander128,Sankt Lars kyrka,Linköping,,Linköping,6476502,1489505,,,sten
Ög HedvallMenander129,Sankt Lars kyrka,Linköping,,Linköping,6476502,1489505,,,sten
Ög HedvallMenander132,Sankt Lars kyrka,Linköping,,Linköping,6476502,1489505,,,sten
Ög HedvallMenander133,Sankt Lars kyrka,Linköping,,Linköping,6476502,1489505,,,sten
Ög HedvallMenander134,Sankt Lars kyrka,Linköping,,Linköping,6476502,1489505,,,sten
Ög HedvallMenander165,Vårdsbergs kyrka,Vårdsbergs sn,Bankekinds hd,Linköping,6475643,1496878,,,sten
Ög HedvallMenander167,Vårdsbergs kyrka,Vårdsbergs sn,Bankekinds hd,Linköping,6475643,1496878,,,sten
Ög HedvallMenander494,Älvestads kyrka,Älvestads sn,Bobergs hd,Motala,6480399,1470301,,,sten
Ög HedvallMenander496,Älvestads kyrka,Älvestads sn,Bobergs hd,Motala,6480399,1470301,,,sten
Ög HedvallMenander497,Älvestads kyrka,Älvestads sn,Bobergs hd,Motala,6480399,1470301,,,sten
Ög Hov;7 $,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473180,1448100,,,sten
Ög Hov1;14,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov4;18,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov5;18,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov7;19,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov8;19,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov10;20,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov11;21,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov12;21 $,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov13;22,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov14;22,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov15;22,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov16;23,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov17;23 $,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov18;24,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov19;24,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov20;24,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov21;24,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov22-23;25,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,Samma som gjort Ög Hov24;25.,sten
Ög Hov24;25,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,Samma som gjort Ög Hov22-23;25.,sten
Ög Hov25;25,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov26;25,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov27;25,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov28;26,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov29;26,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov30;26,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov31;27,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov33;27,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov34;28,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov35;28,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov36;28,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov37;28,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov38;29,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov39;29,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov41;30,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov42;30 †,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov43;30 †,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov44;30,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov45-69;31,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov70-87;31,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov88;32,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov89;32,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov90;32,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov91;33,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov92;33,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov93;33,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov94;34,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov95;34,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov96;35,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov97;35,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov98-99;36,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög Hov100;36,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,6473183,1448098,,,sten
Ög MÖLM1960;230,Törnevalla kyrka,Törnevalla sn,Åkerbo hd,Linköping,6480943,1501415,RAK [Gräslund muntligt],,sten
Ög N251 $,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,6469778,1435890,,,sten
Ög N252,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,6469778,1435890,,,sten
Ög N253,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,6469778,1435890,,,sten
Ög N254,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,6469778,1435890,,,sten
Ög N255,Herrestads kyrka,Herrestads sn,Dals hd,Vadstena,6474519,1441874,,,sten
Ög N256,Herrestads kyrka,Herrestads sn,Dals hd,Vadstena,6474519,1441874,,,sten
Ög N257 †,Herrestads kyrka,Herrestads sn,Dals hd,Vadstena,6474519,1441874,,,sten
Ög N258,Herrestads kyrka,Herrestads sn,Dals hd,Vadstena,6474519,1441874,,,sten
Ög N259A,Herrestads kyrka,Herrestads sn,Dals hd,Vadstena,6474519,1441874,,,sten
Ög N259B,Herrestads kyrka,Herrestads sn,Dals hd,Vadstena,6474519,1441874,,,sten
Ög N261 $,Vreta klosters kyrka,Vreta klosters sn,Gullbergs hd,Linköping,6484389,1483109,,,sten
Ög N262A,Vreta klosters kyrka,Vreta klosters sn,Gullbergs hd,Linköping,6484389,1483109,,,sten
Ög N262B,Vreta klosters kyrka,Vreta klosters sn,Gullbergs hd,Linköping,6484389,1483109,,,sten
Ög N262C,Vreta klosters kyrka,Vreta klosters sn,Gullbergs hd,Linköping,6484389,1483109,,,sten
Ög N263,Vreta klosters kyrka,Vreta klosters sn,Gullbergs hd,Linköping,6484389,1483109,,,sten
Ög N270,Sankt Lars kyrka,Linköping,,Linköping,6476490,1489470,,,sten
Ög N276,"Skänninge, Vårfrukyrkan",Skänninge,,Mjölby,6475250,1457775,,,sten
Ög N278,Sankt Martins kyrka,Skänninge,,Mjölby,6475250,1457775,,,sten
Ög N279,Sankt Martins kyrka,Skänninge,,Mjölby,6475250,1457775,,,sten
Ög N280,Sankt Martins kyrka,Skänninge,,Mjölby,6475250,1457775,,,sten
Ög N281A,Sankt Martins kyrka,Skänninge,,Mjölby,6475250,1457775,,,sten
Ög N281B,Sankt Martins kyrka,Skänninge,,Mjölby,6475250,1457775,,,sten
Ög N282,Sankt Martins kyrka,Skänninge,,Mjölby,6475250,1457775,,,sten
Ög N290,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,6469778,1435890,,,sten
Ög N291,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,6469778,1435890,,,sten
Ög N292,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,6469778,1435890,,,sten
Ög N293A $,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,6469778,1435890,,,sten
Ög N293B $,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,6469778,1435890,,,sten
Ög NOR1997;28,Fivelstads kyrka,Fivelstads sn,Aska hd,Motala,6480150,1453100,?,,sten
Ög StLars;30,Sankt Lars kyrka,Linköping,,Linköping,6476502,1489505,,,sten
Ög SvK43L1;174,Vreta klosters kyrka,Vreta klosters sn,Gullbergs hd,Linköping,6484399,1483113,,,sten
Ög SvK43L3;175,Vreta klosters kyrka,Vreta klosters sn,Gullbergs hd,Linköping,6484399,1483113,,,sten
Ög SvK43L4;175 $,Vreta klosters kyrka,Vreta klosters sn,Gullbergs hd,Linköping,6484399,1483113,,,sten
Ög SvK43L5;175,Vreta klosters kyrka,Vreta klosters sn,Gullbergs hd,Linköping,6484399,1483113,,,sten
Ög SvK43L6;175 †,Vreta klosters kyrka,Vreta klosters sn,Gullbergs hd,Linköping,6484399,1483113,,,sten
Ög SvK200;87 M,Linköpings domkyrka,Linköping,,Linköping,6476500,1489050,,,sten
Ög SvK200;109 $M,Linköpings domkyrka,Linköping,,Linköping,6476500,1489050,,,sten
Ög ÖFT1875;101 †,Högby kyrka,Högby sn,Göstrings hd,Mjölby,6471010,1458710,,,sten
Sö 1 †,Björnlunda kyrka,Björnlunda sn,Daga hd,Gnesta,6550960,1576940,?,,sten
Sö 10,Frustuna kyrka,Frustuna sn,Daga hd,Gnesta,6549488,1586194,Fp,Tore 1 (A),sten
Sö 11,Gryts kyrka,Gryts sn,Daga hd,Gnesta,6553990,1568137,Pr2,Öpir 2 (S),sten
Sö 12 †,Gryts kyrka,Gryts sn,Daga hd,Gnesta,6553993,1568148,?,,sten
Sö 14 $,Gåsinge kyrka,Gåsinge sn (nu Gåsinge-Dillnäs),Daga hd,Gnesta,6552777,1580361,Fp,Traen (A),sten
Sö 18 †,Hölö kyrka,Hölö sn,Hölebo hd,Södertälje,6544860,1602508,Pr4,"Gere (S); Öpir 1 (A) [ej Öpir, Åhlén 1997]; Hakon (S)",sten
Sö 40 $,Västerljungs kyrka,Västerljungs sn,Hölebo hd,Trosa,6534532,1594687,Pr2,Skamhals 2 (S),sten
Sö 44 †,Bergshammars kyrka,Bergshammars sn,Jönåkers hd,Nyköping,6513830,1563599,?,,sten
Sö 48,Stigtomta kyrka,Stigtomta sn,Jönåkers hd,Nyköping,6519682,1557039,Pr3,,sten
Sö 51,Allhelgonakyrkan,Nyköping,,Nyköping,6514987,1570120,?,,sten
Sö 63 †$,Stora Malms kyrka,Stora Malms sn,Oppunda hd,Katrineholm,6538600,1531970,Fp,,sten
Sö 75 $,Vrena kyrka,Vrena sn,Oppunda hd,Nyköping,6526805,1551664,Fp,,sten
Sö 76 †,Lista kyrka,Lista sn,Västerrekarne hd,Eskilstuna,6577252,1526094,Fp,,sten
Sö 77,Lista kyrka,Lista sn,Västerrekarne hd,Eskilstuna,6577237,1526097,Pr2 - Pr3,,sten
Sö 82 $,Tumbo kyrka,Tumbo sn,Västerrekarne hd,Eskilstuna,6589585,1530281,"Fp, Pr1?","þuliR (S), ev. samma som gjort Vs 4.",sten
Sö 83 †,Tumbo kyrka,Tumbo sn,Västerrekarne hd,Eskilstuna,6589587,1530291,Pr4?,Näsbjörn (A),sten
Sö 84 $,Tumbo kyrka,Tumbo sn,Västerrekarne hd,Eskilstuna,6589587,1530291,KB,,sten
Sö 87 †,Öja kyrka,Öja sn,Västerrekarne hd,Eskilstuna,6573993,1520185,,,sten
Sö 89,Hammarby kyrka,Hammarby sn,Österrekarne hd,Eskilstuna,6587529,1544847,Pr2? [Klassificerad av redaktionen],Näsbjörn (A),sten
Sö 96,Jäders kyrka,Jäders sn,Österrekarne hd,Eskilstuna,6587998,1550327,Fp,,sten
Sö 97,Jäders kyrka,Jäders sn,Österrekarne hd,Eskilstuna,6588000,1550325,?,,sten
Sö 98 $,Jäders kyrka,Jäders sn,Österrekarne hd,Eskilstuna,6588003,1550305,?,,sten
Sö 99,Jäders kyrka,Jäders sn,Österrekarne hd,Eskilstuna,6588018,1550278,Pr3,,sten
Sö 100,Jäders kyrka,Jäders sn,Österrekarne hd,Eskilstuna,6588004,1550301,Pr3?,,sten
Sö 116,Sundby kyrka,Sundby sn,Österrekarne hd,Eskilstuna,6590618,1547137,Pr3,,sten
Sö 117,Sundby kyrka,Sundby sn,Österrekarne hd,Eskilstuna,6590633,1547155,Pr3 - Pr4?,,sten
Sö 124,Bogsta kyrka,Bogsta sn,Rönö hd,Nyköping,6529164,1578950,Pr4,,sten
Sö 125,Bogsta kyrka,Bogsta sn,Rönö hd,Nyköping,6529156,1578957,Pr2?,,sten
Sö 128,Lids kyrka,Lids sn,Rönö hd,Nyköping,6532832,1568321,Pr2,,sten
Sö 134,Ludgo kyrka,Ludgo sn,Rönö hd,Nyköping,6533501,1576485,RAK,,sten
Sö 143,Runtuna kyrka,Runtuna sn,Rönö hd,Nyköping,6530565,1571393,KB,Tore 1 (A),sten
Sö 160,Råby kyrka,Råby-Rönö sn,Rönö hd,Nyköping,6527781,1562799,?,Gunnlev 2 (S)(P) och Sigmund (S)(P) [Källström 2007a:114],sten
Sö 161,Råby kyrka,Råby-Rönö sn,Rönö hd,Nyköping,6527781,1562799,RAK,,sten
Sö 162 $,Råby kyrka,Råby-Rönö sn,Rönö hd,Nyköping,6527781,1562799,RAK,Gunnlev 2 (S) och Sigmund (S),sten
Sö 172,Tystberga kyrka,Tystberga sn,Rönö hd,Nyköping,6528151,1583787,KB?,,sten
Sö 174 $,Aspö kyrka,Aspö sn,Selebo hd,Strängnäs,6596538,1570290,Pr1,,sten
Sö 176,Kärnbo ödekyrka,Kärnbo sn,Selebo hd,Strängnäs,6571990,1580284,,,sten
Sö 177 $,Kärnbo ödekyrka,Kärnbo sn,Selebo hd,Strängnäs,6571986,1580282,KB,Brune (A),sten
Sö 190 $,Ytterenhörna kyrka,Ytterenhörna sn,Selebo hd,Södertälje,6571462,1596209,Pr2,Torbjörn 4 (S); Torbjörn skald (S) [Källström 1999:50ff],sten
Sö 191 †,Ytterselö kyrka,Ytterselö sn,Selebo hd,Strängnäs,6584924,1582524,?,,sten
Sö 204 $,Överselö kyrka,Överselö sn,Selebo hd,Strängnäs,6589459,1575293,Pr4,Äsbjörn (A) [Källström 1997],sten
Sö 205 $,Överselö kyrka,Överselö sn,Selebo hd,Strängnäs,6589472,1575263,Pr4?,Tidkume (S) och Äsbjörn 1 (S) och Orökja 1 (S),sten
Sö 206,Överselö kyrka,Överselö sn,Selebo hd,Strängnäs,6589444,1575288,Pr4,Äsbjörn (A) [Källström 1997],sten
Sö 207,Överselö kyrka,Överselö sn,Selebo hd,Strängnäs,6589450,1575265,Fp,"Samma som gjort Sö 198, 200, U 792. (Balle (A))",sten
Sö 208,Överselö kyrka,Överselö sn,Selebo hd,Strängnäs,6589445,1575300,Pr3 - Pr4,Äsbjörn (A) [Källström 1997],sten
Sö 215 †,Sorunda kyrka,Sorunda sn,Sotholms hd,Nynäshamn,6544758,1615410,?,Amunde (S),sten
Sö 276 $,Strängnäs domkyrka,Strängnäs,,Strängnäs,6584501,1569869,Pr2 - Pr3,,sten
Sö 277,Strängnäs domkyrka,Strängnäs,,Strängnäs,6584526,1569842,Pr2,,sten
Sö 278,Strängnäs domkyrka,Strängnäs,,Strängnäs,6584500,1569857,?,,sten
Sö 279,Strängnäs domkyrka,Strängnäs,,Strängnäs,6584487,1569836,Pr2,,sten
Sö 280,Strängnäs domkyrka,Strängnäs,,Strängnäs,6584479,1569935,?,,sten
Sö 281,Strängnäs domkyrka,Strängnäs,,Strängnäs,6584516,1569842,Pr2,,sten
Sö 282 †,Botkyrka kyrka,Botkyrka sn,Svartlösa hd,Botkyrka,6570400,1614875,?,,sten
Sö 283,Botkyrka kyrka,Botkyrka sn,Svartlösa hd,Botkyrka,6570399,1614863,?,,sten
Sö 284,Botkyrka kyrka,Botkyrka sn,Svartlösa hd,Botkyrka,6570422,1614901,?,,sten
Sö 285,Botkyrka kyrka,Botkyrka sn,Svartlösa hd,Botkyrka,6570392,1614915,Pr2,,sten
Sö 286 M,Botkyrka kyrka,Botkyrka sn,Svartlösa hd,Botkyrka,6570391,1614889,,,sten
Sö 291 $,Grödinge kyrka,Grödinge sn,Svartlösa hd,Botkyrka,6559679,1613419,Pr2,,sten
Sö 299,Huddinge kyrka,Huddinge sn,Svartlösa hd,Huddinge,6570802,1624414,Fp,Åsgöt (A),sten
Sö 314 $,Torshälla kyrka,Torshälla,,Eskilstuna,6589222,1537661,Pr2,,sten
Sö 325,Härads kyrka,Härads sn,Åkers hd,Strängnäs,6582659,1562791,Pr2,,sten
Sö 326,Härads kyrka,Härads sn,Åkers hd,Strängnäs,6582652,1562825,?,,sten
Sö 329 †,Åkers kyrka,Åkers sn,Åkers hd,Strängnäs,6573646,1573993,Pr2,,sten
Sö 333 $,Ärja ödekyrka,Åkers sn,Åkers hd,Strängnäs,6573297,1575648,Fp,Äskil 1 (S); Äsger (S) [Källström 2007b],sten
Sö 334,Ärja ödekyrka,Åkers sn,Åkers hd,Strängnäs,6573304,1575645,?,,sten
Sö 335 $,Ärja ödekyrka,Åkers sn,Åkers hd,Strängnäs,6573297,1575642,Fp,,sten
Sö 337 $M,Torpa kyrka,Torpa sn,Åkerbo hd,Kungsör,6589092,1521666,,,sten
Sö 338,Turinge kyrka,Turinge sn,Öknebo hd,Nykvarn,6565020,1593500,Pr4,Östen 1 (A),sten
Sö 339 †,Turinge kyrka,Turinge sn,Öknebo hd,Nykvarn,6565030,1593480,RAK,,sten
Sö 343,Tveta kyrka,Tveta sn,Öknebo hd,Södertälje,6561148,1602767,KB,,sten
Sö 345 $,Ytterjärna kyrka,Ytterjärna sn,Öknebo hd,Södertälje,6551897,1603927,?,,sten
Sö 345B $,Ytterjärna kyrka,Ytterjärna sn,Öknebo hd,Södertälje,6551890,1603920,?,,sten
Sö 351 $,Överjärna kyrka,Överjärna sn,Öknebo hd,Södertälje,6553091,1600938,?,Traen (A),sten
Sö 354,Dillnäs kyrka,Dillnäs sn (nu Gåsinge-Dillnäs),Daga hd,Gnesta,6555723,1582045,?,,sten
Sö 355 $,Eskilstuna kyrka (Fors kyrka),Eskilstuna,,Eskilstuna,6583160,1540405,Pr3?,,sten
Sö 361 $,Vrena kyrka,Vrena sn,Oppunda hd,Nyköping,6526815,1551670,?,,sten
Sö 362 $,Tumbo kyrka,Tumbo sn,Västerrekarne hd,Eskilstuna,6589638,1530327,KB,,sten
Sö 363,Tumbo kyrka,Tumbo sn,Västerrekarne hd,Eskilstuna,6589640,1530312,KB,,sten
Sö 364,Tumbo kyrka,Tumbo sn,Västerrekarne hd,Eskilstuna,6589613,1530301,?,,sten
Sö 370,Ludgo kyrka,Ludgo sn,Rönö hd,Nyköping,6533464,1576516,RAK,,sten
Sö 371,Ludgo kyrka,Ludgo sn,Rönö hd,Nyköping,6533466,1576516,Pr4,,sten
Sö 372 †M,Runtuna kyrka,Runtuna sn,Rönö hd,Nyköping,6530562,1571393,,,sten
Sö 377,Överselö kyrka,Överselö sn,Selebo hd,Strängnäs,6589460,1575264,Pr3?,Tidkume (A),sten
Sö 382 †,Åkers kyrka,Åkers sn,Åkers hd,Strängnäs,6573646,1573993,Pr1,,sten
Sö ATA5501/52,Vadsbro kyrka,Vadsbro sn,Oppunda hd,Flen,6539657,1543920,?,,sten
Sö ATA5165/58,Tumbo kyrka,Tumbo sn,Västerrekarne hd,Eskilstuna,6589612,1530329,?,,sten
Sö ATA323-3863-1999,Ludgo kyrka,Ludgo sn,Rönö hd,Nyköping,6533450,1576550,,,sten
Sö EMÅ1960;5,Fors kyrka,Eskilstuna,,Eskilstuna,6583160,1540405,?,,sten
Sö Fv1948;282,Ludgo kyrka,Ludgo sn,Rönö hd,Nyköping,6533509,1576488,KB,,sten
Sö Fv1948;293,Lunda kyrka,Lunda sn,Jönåkers hd,Nyköping,6513794,1554060,?,,sten
Sö Fv1948;301,Kjula kyrka,Kjula sn,Österrekarne hd,Eskilstuna,6586589,1549401,?,,sten
Sö Fv1948;314,Toresunds kyrka,Toresunds sn,Selebo hd,Strängnäs,6581118,1580912,?,,sten
Sö Fv1954;19 $,Vrena kyrka,Vrena sn,Oppunda hd,Nyköping,6526814,1551680,,,sten
Sö Fv1958;242,Tumbo kyrka,Tumbo sn,Västerrekarne hd,Eskilstuna,6589604,1530284,KB,,sten
Sö Fv1958;247A,Hammarby kyrka,Hammarby sn,Österrekarne hd,Eskilstuna,6587507,1544833,Pr3?,,sten
Sö Fv1958;247B,Hammarby kyrka,Hammarby sn,Österrekarne hd,Eskilstuna,6587507,1544834,,,sten
Sö Fv1958;247C,Hammarby kyrka,Hammarby sn,Österrekarne hd,Eskilstuna,6587507,1544834,,,sten
Sö Fv1958;247D,Hammarby kyrka,Hammarby sn,Österrekarne hd,Eskilstuna,6587506,1544834,,,sten
Sö Fv1969;298,Kjula kyrka,Kjula sn,Österrekarne hd,Eskilstuna,6586597,1549336,?,,sten
Sö Fv1973;187,Fors kyrka,Eskilstuna,,Eskilstuna,6583160,1540405,,,sten
Sö Fv1973;188A,Fors kyrka,Eskilstuna,,Eskilstuna,6583160,1540405,,,sten
Sö Fv1973;188B,Fors kyrka,Eskilstuna,,Eskilstuna,6583160,1540405,,,sten
Sö Sb1963;149,Sundby kyrka,Sundby sn,Österrekarne hd,Eskilstuna,6590613,1547173,,,sten
Sö Sb1965;12 $,Tumbo kyrka,Tumbo sn,Västerrekarne hd,Eskilstuna,6589585,1530305,,,sten
Sm 4 $M,Blädinge kyrka,Blädinge sn,Allbo hd,Alvesta,6303103,1422290,,,sten
Sm 6 $M,Skatelövs gamla kyrka,Skatelövs sn,Allbo hd,Alvesta,6292663,1425234,,,sten
Sm 10 $,Växjö domkyrka,Växjö,,Växjö,6306072,1439484,Pr2,,sten
Sm 32,Hamneda gamla kyrka,Hamneda sn,Sunnerbo hd,Ljungby,6287346,1380054,RAK,,sten
Sm 33 $,Hamneda gamla kyrka,Hamneda sn,Sunnerbo hd,Ljungby,6287346,1380054,RAK,,sten
Sm 38 M,Pjätteryds kyrka,Pjätteryds sn,Sunnerbo hd,Älmhult,6281042,1390822,,,sten
Sm 39 $,Ryssby kyrka,Ryssby sn,Sunnerbo hd,Ljungby,6305447,1399722,RAK? [Gräslund muntligt],,sten
Sm 43 $,Södra Ljunga kyrka,Södra Ljunga sn,Sunnerbo hd,Ljungby,6291828,1387779,RAK,,sten
Sm 50 M,Burseryds kyrka,Burseryds sn,Västbo hd,Gislaved,6345284,1347783,,,sten
Sm 54 M,Södra Unnaryds kyrka,Södra Unnaryds sn,Västbo hd,Hylte,6316579,1361646,,,sten
Sm 56 M,Rydaholms kyrka,Rydaholms sn,Östbo hd,Värnamo,6319296,1407198,,,sten
Sm 57 M,Rydaholms kyrka,Rydaholms sn,Östbo hd,Värnamo,6319271,1407214,,,sten
Sm 58 M,Rydaholms kyrka,Rydaholms sn,Östbo hd,Värnamo,6319280,1407190,,,sten
Sm 66 M,Almesåkra kyrka,Almesåkra sn,Västra hd,Nässjö,6382004,1427970,,,sten
Sm 72,Ramkvilla kyrka,Ramkvilla sn,Västra hd,Vetlanda,6342340,1448330,Pr3?,,sten
Sm 94,Lannaskede kyrka,Lannaskede sn,Östra hd,Vetlanda,6361723,1443512,,,sten
Sm 95,Lannaskede kyrka,Lannaskede sn,Östra hd,Vetlanda,6361723,1443512,Pr4,,sten
Sm 97,Myresjö gamla kyrka,Myresjö sn,Östra hd,Vetlanda,6362325,1449100,,,sten
Sm 98 $,Myresjö gamla kyrka,Myresjö sn,Östra hd,Vetlanda,6362325,1449100,,,sten
Sm 102,Skede kyrka,Skede sn,Östra hd,Vetlanda,6372025,1462241,,,sten
Sm 104,Vetlanda kyrka,Vetlanda,Östra hd,Vetlanda,6367500,1456070,,,sten
Sm 105,Vetlanda kyrka,Vetlanda,Östra hd,Vetlanda,6367500,1456070,,,sten
Sm 106 $,Vetlanda kyrka,Vetlanda,Östra hd,Vetlanda,6367490,1456075,,,sten
Sm 119 M,Järstorps kyrka,Järstorps sn,Tveta hd,Jönköping,6409943,1399522,,,sten
Sm 124,Kumlaby kyrka,Visingsö sn,Vista hd,Jönköping,6437721,1413985,Pr3,,sten
Sm 125,Kumlaby kyrka,Visingsö sn,Vista hd,Jönköping,6437721,1413985,,,sten
Sm 126 †,Kumlaby kyrka,Visingsö sn,Vista hd,Jönköping,6437721,1413985,,,sten
Sm 129 †,Säby kyrka,Säby sn (nu Tranås),Norra Vedbo hd,Tranås,6429910,1447708,,,sten
Sm 130 $,Eksjö kyrka,Eksjö sn,Norra Vedbo hd,Eksjö,6393870,1450255,Pr1 - Pr2,,sten
Sm 145 M,Ukna ödekyrka,Ukna sn,Norra Tjusts hd,Västervik,6440037,1531378,,,sten
Sm 147,Västra Eds ödekyrka,Västra Eds sn,Norra Tjusts hd,Västervik,6432512,1539585,,,sten
